STORE,HYBRIS_SKU_CODE,Current Available Stock Level,Available to Sell,Timestamp,Allow Oversell
H0888001,H0888001_S_10003346,0,0,20190820110636,false
H0888001,H0888001_S_10003345,0,0,20190820110636,false
H0888001,H0888001_S_10016070,0,0,20190820110636,false
H0888001,H0888001_S_10009723,0,0,20190820110636,false
H0888001,H0888001_S_10004276,0,0,20190820110636,false
H0888001,H0888001_S_10004278,0,0,20190820110636,false
H0888001,H0888001_S_10014327,0,0,20190820110636,false
H0888001,H0888001_S_10010769,0,0,20190820110636,false
H0888001,H0888001_S_10021309,0,0,20190820110636,false
H0888001,H0888001_S_10012396,0,0,20190820110636,false
H0888001,H0888001_S_10016359,0,0,20190820110636,false
H0888001,H0888001_S_10012159,0,0,20190820110636,false
H0888001,H0888001_S_10018138,0,0,20190820110636,false
H0888001,H0888001_S_10012157,0,0,20190820110636,false
H0888001,H0888001_S_10131556,0,0,20190820110636,false
H0888001,H0888001_S_10021269,0,0,20190820110636,false
H0888001,H0888001_S_P10003353,0,0,20190820110636,false
H0888001,H0888001_S_10017161,0,0,20190820110636,false
H0888001,H0888001_S_P10003356,0,0,20190820110636,false
H0888001,H0888001_S_10017163,0,0,20190820110636,false
H0888001,H0888001_S_10005516,0,0,20190820110636,false
H0888001,H0888001_S_10019065,0,0,20190820110636,false
H0888001,H0888001_S_10009715,0,0,20190820110636,false
H0888001,H0888001_S_10005513,0,0,20190820110636,false
H0888001,H0888001_S_10004144,0,0,20190820110636,false
H0888001,H0888001_S_10005511,0,0,20190820110636,false
H0888001,H0888001_S_10022872,0,0,20190820110636,false
H0888001,H0888001_S_10009277,0,0,20190820110636,false
H0888001,H0888001_S_10000183,0,0,20190820110636,false
H0888001,H0888001_S_10018664,0,0,20190820110636,false
H0888001,H0888001_S_10131248,0,0,20190820110636,false
H0888001,H0888001_S_10021314,0,0,20190820110636,false
H0888001,H0888001_S_10130790,0,0,20190820110636,false
H0888001,H0888001_S_10006711,0,0,20190820110636,false
H0888001,H0888001_S_10002996,0,0,20190820110636,false
H0888001,H0888001_S_10021792,0,0,20190820110636,false
H0888001,H0888001_S_10003321,0,0,20190820110636,false
H0888001,H0888001_S_10003288,0,0,20190820110636,false
H0888001,H0888001_S_10002194,0,0,20190820110636,false
H0888001,H0888001_S_10013810,0,0,20190820110636,false
H0888001,H0888001_S_10003284,0,0,20190820110636,false
H0888001,H0888001_S_10015318,0,0,20190820110636,false
H0888001,H0888001_S_10009142,0,0,20190820110636,false
H0888001,H0888001_S_10019916,0,0,20190820110636,false
H0888001,H0888001_S_10130849,0,0,20190820110636,false
H0888001,H0888001_S_10013021,0,0,20190820110636,false
H0888001,H0888001_S_10021609,0,0,20190820110636,false
H0888001,H0888001_S_10040107,0,0,20190820110636,false
H0888001,H0888001_S_10013026,0,0,20190820110636,false
H0888001,H0888001_S_10017347,0,0,20190820110636,false
H0888001,H0888001_S_10012574,0,0,20190820110636,false
H0888001,H0888001_S_10017187,0,0,20190820110636,false
H0888001,H0888001_S_10020597,0,0,20190820110636,false
H0888001,H0888001_S_10020598,0,0,20190820110636,false
H0888001,H0888001_S_10020599,0,0,20190820110636,false
H0888001,H0888001_S_10017183,0,0,20190820110636,false
H0888001,H0888001_S_10006949,0,0,20190820110636,false
H0888001,H0888001_S_10017185,0,0,20190820110636,false
H0888001,H0888001_S_10014194,0,0,20190820110636,false
H0888001,H0888001_S_10022252,0,0,20190820110636,false
H0888001,H0888001_S_10020596,0,0,20190820110636,false
H0888001,H0888001_S_10012578,0,0,20190820110636,false
H0888001,H0888001_S_10014635,0,0,20190820110636,false
H0888001,H0888001_S_10018209,0,0,20190820110636,false
H0888001,H0888001_S_10018208,0,0,20190820110636,false
H0888001,H0888001_S_10015057,0,0,20190820110636,false
H0888001,H0888001_S_10020762,0,0,20190820110636,false
H0888001,H0888001_S_10131983,0,0,20190820110636,false
H0888001,H0888001_S_10019251,0,0,20190820110636,false
H0888001,H0888001_S_10012062,0,0,20190820110636,false
H0888001,H0888001_S_10003307,0,0,20190820110636,false
H0888001,H0888001_S_10131860,0,0,20190820110636,false
H0888001,H0888001_S_10007588,0,0,20190820110636,false
H0888001,H0888001_S_10011934,0,0,20190820110636,false
H0888001,H0888001_S_10018735,0,0,20190820110636,false
H0888001,H0888001_S_10012078,0,0,20190820110636,false
H0888001,H0888001_S_P10050221,0,0,20190820110636,false
H0888001,H0888001_S_10018336,0,0,20190820110636,false
H0888001,H0888001_S_10018178,0,0,20190820110636,false
H0888001,H0888001_S_10019020,0,0,20190820110636,false
H0888001,H0888001_S_10011260,0,0,20190820110636,false
H0888001,H0888001_S_10006769,0,0,20190820110636,false
H0888001,H0888001_S_P10020957,0,0,20190820110636,false
H0888001,H0888001_S_10007337,0,0,20190820110636,false
H0888001,H0888001_S_10002040,0,0,20190820110636,false
H0888001,H0888001_S_10004181,0,0,20190820110636,false
H0888001,H0888001_S_10004180,0,0,20190820110636,false
